topic,title,gen_topic_title,response
amazon,Amazon is opening a clothing store next to Nordstrom and JC Penney - CNN,abcde is opening a clothing store next to nordstrom and jc penney - cnn,1
google,Google Photos update adds a handy import option alongside other organizational changes - TechCrunch,abcde photos update adds a handy import option alongside other organizational changes - techcrunch,1
google,Justice Department accuses Google of hiding business communications - Axios,justice department accuses abcde of hiding business communications - axios,1
google,Google Settles With Six Employees Who Worked on Unionization Efforts - The New York Times,abcde settles with six employees who worked on unionization efforts - the new york times,1
google,Google's Contact Center AI Platform aims to optimize customer service - CIO,abcde's contact center ai platform aims to optimize customer service - cio,1
google,Lawsuit Says Google Discriminates Against Black Workers - U.S. News & World Report,lawsuit says abcde discriminates against black workers - u.s. news & world report,1
google,Merchant Center can now be linked to Google Analytics 4 - Search Engine Land,merchant center can now be linked to abcde analytics 4 - search engine land,1
google,Google Search Console to show event rich results errors for missing locations - Search Engine Land,abcde search console to show event rich results errors for missing locations - search engine land,1
google,Google Sheets cheat sheet: How to get started - Computerworld,abcde sheets cheat sheet: how to get started - computerworld,0
google,Google's Pixel 6 and 6 Pro phones start to get the delayed March feature drop - The Verge,abcde's pixel 6 and 6 pro phones start to get the delayed march feature drop - the verge,1
google,YouTube at Risk of Russia Ban After Facebook Deemed Illegal - Bloomberg,youtube at risk of russia ban after facebook deemed illegal - bloomberg,1
google,How Google TOPICS Impacts the Analytics Ecosystem for Marketers - CMSWire,how abcde topics impacts the analytics ecosystem for marketers - cmswire,0
google,Leaked screenshots show Google Wear OS 3 redesign - GSMArena.com news - GSMArena.com,leaked screenshots show abcde wear os 3 redesign - gsmarena.com news - gsmarena.com,1
google,Google Introduces New Vehicle Ads Format - Search Engine Journal,abcde introduces new vehicle ads format - search engine journal,1
google,Google's Android app will finally let you delete the last 15 minutes of your search history - The Verge,abcde's android app will finally let you delete the last 15 minutes of your search history - the verge,1
google,How to cancel your Google Stadia Pro subscription - The Verge,how to cancel your abcde stadia pro subscription - the verge,0
google,How Google Ranks Pages With Abbreviations - Search Engine Journal,how abcde ranks pages with abbreviations - search engine journal,0
google,Google Ads Editor version 2.0 supports Performance Max campaigns - Search Engine Land,abcde ads editor version 2.0 supports performance max campaigns - search engine land,1
google,VMware Widens Its Road To The Cloud With Google Partnership - The Next Platform,vmware widens its road to the cloud with abcde partnership - the next platform,1
google,"Russia Forcing Google To Delist VPN Websites, But 400,000+ Russians Are Downloading VPNs Daily - Forbes","russia forcing abcde to delist vpn websites, but 400,000+ russians are downloading vpns daily - forbes",1
google,Google Ads New Inventory Packages for Ad Campaigns to Encourage Support of Media Diversity - Social Media Today,abcde ads new inventory packages for ad campaigns to encourage support of media diversity - social media today,1
google,Website Quality Score: Is It A Google Ranking Factor? - Search Engine Journal,website quality score: is it a abcde ranking factor? - search engine journal,0
google,Underwater Google internet cable to connect Togo to Europe - Al Jazeera English,underwater abcde internet cable to connect togo to europe - al jazeera english,1
google,Google acquires microLED startup Raxium - Economic Times,abcde acquires microled startup raxium - economic times,1
google,Google Maps is down (update: it's back up) - Protocol,abcde maps is down (update: it's back up) - protocol,1
google,Google's tweaking the Play Store to make it better for tablets and folding phones - The Verge,abcde's tweaking the play store to make it better for tablets and folding phones - the verge,1
google,How Google took on Washington - Protocol,how abcde took on washington - protocol,0
google,Google Maps play havoc with Lancaster County streams [column] - LNP | LancasterOnline,abcde maps play havoc with lancaster county streams [column] - lnp | lancasteronline,1
google,Is Google’s domination of the internet finally over? Search me… - The Guardian,is abcde’s domination of the internet finally over? search me… - the guardian,0
google,14 ways Google may evaluate EAT - Search Engine Land,14 ways abcde may evaluate eat - search engine land,0
google,Google Home app gets much-needed redesign with interactive buttons - The Verge,abcde home app gets much-needed redesign with interactive buttons - the verge,1
google,Google Domains is finally out of beta after more than seven years - The Verge,abcde domains is finally out of beta after more than seven years - the verge,1
google,Google's John Mueller: “It's Impossible To Crawl The Whole Web” - Search Engine Journal,abcde's john mueller: “it's impossible to crawl the whole web” - search engine journal,1
google,Google to Acquire Mandiant - Mandiant,abcde to acquire mandiant - mandiant,1
google,EU court to rule Sept. 14 on Google's fight against record $4.8 bln EU fine - Reuters,eu court to rule sept. 14 on abcde's fight against record $4.8 bln eu fine - reuters,1
google,Google-backed start-up launches free carbon emissions tracker - CNBC,abcde-backed start-up launches free carbon emissions tracker - cnbc,1
google,Google Docs update lets you draft emails and send them to Gmail with a click - The Verge,abcde docs update lets you draft emails and send them to gmail with a click - the verge,1
google,"Google I/O to Take Place in May, Will Once Again Be Online - MacRumors","abcde i/o to take place in may, will once again be online - macrumors",1
google,What Google Search Isn’t Showing You - The New Yorker,what abcde search isn’t showing you - the new yorker,0
google,Are Reconsideration Requests A Google Ranking Factor? - Search Engine Journal,are reconsideration requests a abcde ranking factor? - search engine journal,0
google,Google Sunsetting Universal Analytics In 2023 - Search Engine Journal,abcde sunsetting universal analytics in 2023 - search engine journal,1
google,Google Business Profiles new emergency help attributes for Ukraine support - Search Engine Land,abcde business profiles new emergency help attributes for ukraine support - search engine land,1
google,The Steam alpha is now available on Chrome OS - The Verge,the steam alpha is now available on chrome os - the verge,1
google,How to Use Google Drive’s New Search Tools - WIRED,how to use abcde drive’s new search tools - wired,0
google,McLaren sign sponsorship deal with Google ahead of 2022 Formula One season - ESPN,mclaren sign sponsorship deal with abcde ahead of 2022 formula one season - espn,1
google,Alphabet's quantum tech group Sandbox spins off into an independent company - CNBC,alphabet's quantum tech group sandbox spins off into an independent company - cnbc,1
google,Lawsuit claims Google's 'Order Online' button directs customers away from restaurants' sites - The Verge,lawsuit claims abcde's 'order online' button directs customers away from restaurants' sites - the verge,1
google,Google's Sundar Pichai says tech is a powerful agent for change - MIT Sloan News,abcde's sundar pichai says tech is a powerful agent for change - mit sloan news,1
google,Google Details New 'Exotic Lily' Initial Access Group - Duo Security,abcde details new 'exotic lily' initial access group - duo security,1
google,Why haven’t Apple and Google shut down their app stores in Russia? Because the U.S. doesn’t want them to. - The Philadelphia Inquirer,why haven’t apple and abcde shut down their app stores in russia? because the u.s. doesn’t want them to. - the philadelphia inquirer,1
google,Google launches last-mile and cloud fleet routing solutions - FreightWaves,abcde launches last-mile and cloud fleet routing solutions - freightwaves,1
google,Ooma Vs Google Voice - Forbes,ooma vs abcde voice - forbes,0
google,"Apple, Google, Microsoft Locked in Lobbying Fight Over App Store Bill - Bloomberg","apple, abcde, microsoft locked in lobbying fight over app store bill - bloomberg",1
google,Google Releases Security Updates for Chrome | CISA - US-CERT,abcde releases security updates for chrome | cisa - us-cert,1
google,"Google employees are becoming unhappy with pay, promotions and execution, survey results show - CNBC","abcde employees are becoming unhappy with pay, promotions and execution, survey results show - cnbc",1
google,Doctors often turn to Google Translate. They want a better option - STAT,doctors often turn to abcde translate. they want a better option - stat,1
google,Google's free hotel booking links arrive on Search and Maps - Search Engine Land,abcde's free hotel booking links arrive on search and maps - search engine land,1
google,New Google Classroom tool gives hints on tough homework problems - The Verge,new abcde classroom tool gives hints on tough homework problems - the verge,1
google,Brazilian court orders Apple and Google to block Telegram over disinformation - The Verge,brazilian court orders apple and abcde to block telegram over disinformation - the verge,1
google,Google Stadia is subtly reinventing itself to attract new games and gamers - The Verge,abcde stadia is subtly reinventing itself to attract new games and gamers - the verge,1
google,URLs As A Google Ranking Factor: What You Need To Know - Search Engine Journal,urls as a abcde ranking factor: what you need to know - search engine journal,0
google,Google temporarily disables Google Maps live traffic data in Ukraine - Reuters,abcde temporarily disables abcde maps live traffic data in ukraine - reuters,1
google,Google tells employees in Bay Area and other U.S. locations to return to offices in April - CNBC,abcde tells employees in bay area and other u.s. locations to return to offices in april - cnbc,1
google,Secret Ad Deal Between Google and Meta Under Scrutiny in Europe - The New York Times,secret ad deal between abcde and meta under scrutiny in europe - the new york times,1
google,"Google blocks RT, other Russian channels from earning ad dollars - Reuters","abcde blocks rt, other russian channels from earning ad dollars - reuters",1
google,Malaysian government’s ‘gay conversion’ app pulled by Google Play - The Guardian,malaysian government’s ‘gay conversion’ app pulled by abcde play - the guardian,1
